TEMPORARY_ID,REGULAR_WAGES,OVERTIME_WAGES,OTHER_WAGES,TOTAL_WAGES
069423505808,104307.35,0.00,0.00,104307.35
082428669079,77949.40,0.00,0.00,77949.40
040429717558,62923.40,4900.94,0.00,67824.34
098430763484,81455.93,0.00,0.00,81455.93
012431806878,71240.98,0.00,0.00,71240.98
080437100880,47127.33,355.48,1089.58,48572.39
061437900890,62819.17,0.00,8126.07,70945.24
069443009243,78755.04,0.00,0.00,78755.04
037448170938,53383.29,0.00,0.00,53383.29
012451948227,65871.52,1299.71,0.00,67171.23
023455035383,48927.37,143.28,0.00,49070.65
086473241185,79117.44,1343.60,0.00,80461.04
079477029579,73827.84,0.00,1404.80,75232.64
098478912538,18180.25,548.89,218.08,18947.22
029487193216,89703.88,0.00,5948.74,95652.62
070490975793,90474.81,0.00,0.00,90474.81
044497149112,117562.63,10622.86,0.00,128185.49
041502451241,57995.76,0.00,0.00,57995.76
081509663859,83139.73,0.00,0.00,83139.73
005512012949,81778.73,0.00,0.00,81778.73
026623744643,97414.72,0.00,0.00,97414.72
025660497865,22204.16,0.00,0.00,22204.16
020700540848,60858.72,0.00,1178.40,62037.12
070768542503,53710.16,0.00,4539.20,58249.36
076775343536,8400.03,0.00,0.00,8400.03
094779459812,102608.18,2150.89,0.00,104759.07
075804833920,58445.73,0.00,0.00,58445.73
061826049441,116264.51,0.00,2159.60,118424.11
063829914260,87614.98,0.00,0.00,87614.98
052836335871,108282.78,0.00,0.00,108282.78
036841639887,120539.79,0.00,3341.50,123881.29
068844782640,87297.94,0.00,0.00,87297.94
056845847332,19532.08,0.00,41917.05,61449.13
007853262984,6158.28,0.00,0.00,6158.28
004855253021,6587.86,0.00,119.93,6707.79
060856304694,49621.52,0.00,0.00,49621.52
064859510168,59307.20,0.00,0.00,59307.20
088865192313,8446.10,0.00,0.00,8446.10
035869803282,135641.71,7423.63,0.00,143065.34
010874847278,63588.00,0.00,0.00,63588.00
031882529189,8698.24,0.00,0.00,8698.24
080889076925,110900.44,1734.53,3361.21,115996.18
057893060910,20534.40,2395.68,45336.11,68266.19
099896525403,97411.96,7336.72,1875.20,106623.88
010899031590,57208.49,0.00,0.00,57208.49
042901974395,33215.33,203.14,731.26,34149.73
076909921875,54878.72,2891.92,0.00,57770.64
016914307295,57206.31,0.00,0.00,57206.31
072916273883,18345.00,0.00,0.00,18345.00
081920629045,46409.10,0.00,750.00,47159.10
093923503031,29630.97,0.00,19877.71,49508.68
003926422069,124778.96,0.00,1600.00,126378.96
015932661707,108566.89,0.00,0.00,108566.89
047933144072,25461.62,5641.19,2446.88,33549.69
007934001001,54878.86,0.00,0.00,54878.86
018935979631,116750.96,0.00,4398.50,121149.46
016936940697,40694.45,0.00,0.00,40694.45
065937420860,49621.52,0.00,0.00,49621.52
033937900778,23028.80,0.00,0.00,23028.80
084938753364,45024.13,3801.72,326.52,49152.37
031940721999,8402.05,354.16,2.93,8759.14
029941678225,112043.36,0.00,0.00,112043.36
034942155974,116303.20,0.00,2743.50,119046.70
083945440579,73352.24,0.00,0.00,73352.24
014950135727,3356.01,0.00,17345.88,20701.89
040952028308,56935.84,2548.81,369.85,59854.50
076956220638,78755.04,0.00,0.00,78755.04
037957161381,49621.52,0.00,0.00,49621.52
026959092232,76026.24,0.00,1000.00,77026.24
099960863111,44775.22,319.56,0.00,45094.78
061967397503,56460.60,0.00,1065.60,57526.20
039967862557,87132.81,0.00,0.00,87132.81
091969256379,49621.52,0.00,0.00,49621.52
040971060214,49621.52,0.00,0.00,49621.52
089971523514,90038.05,0.00,12.60,90050.65
063972912092,62940.67,0.00,0.00,62940.67
015973836711,59806.95,0.00,94320.61,154127.56
036974298691,61466.08,0.00,0.00,61466.08
065977014815,100075.04,0.00,2321.19,102396.23
054978855428,89103.04,0.00,1000.00,90103.04
003980284627,4404.80,0.00,22400.56,26805.36
094980590617,101012.64,0.00,2475.50,103488.14
071981049417,100503.28,0.00,1000.00,101503.28
002981508003,97414.72,0.00,3488.40,100903.12
045984305826,88816.09,0.00,0.00,88816.09
032984762895,61466.08,0.00,0.00,61466.08
072987450236,53982.32,0.00,0.00,53982.32
021990534189,72977.84,1387.24,1248.62,75613.70
019993759518,22846.27,0.00,76860.05,99706.32
092994212240,81455.92,0.00,1537.20,82993.12
008995970878,89103.88,0.00,0.00,89103.88
051001328118,28133.37,0.00,138643.56,166776.93
301002226521,84864.00,0.00,1000.00,85864.00
061002675421,78755.04,0.00,0.00,78755.04
931003124119,119658.55,2090.31,0.00,121748.86
261004518790,23846.10,0.00,2664.63,26510.73
441005414342,81889.65,0.00,0.00,81889.65
971007550499,91774.60,3314.75,1525.00,96614.35
801010276204,69714.74,0.00,0.00,69714.74
771013340031,91409.81,1297.71,1000.00,93707.52
521013784010,81459.01,0.00,0.00,81459.01
221014671385,49621.53,0.00,0.00,49621.53
291019047609,49603.61,1251.69,0.00,50855.30
481019930404,116329.63,0.00,0.00,116329.63
221022085143,178767.32,0.00,3448.28,182215.60
171023405120,90680.04,0.00,1711.20,92391.24
261025211217,71805.27,0.00,0.00,71805.27
181026868078,128503.78,0.00,0.00,128503.78
901027744155,49621.53,0.00,0.00,49621.53
022484208870,112186.88,0.00,2117.20,114304.08
013493313531,18192.00,0.00,24253.94,42445.94
007513671354,48233.43,0.00,0.00,48233.43
032529205319,100420.33,0.00,32931.42,133351.75
090541533276,14454.12,0.00,0.00,14454.12
019542363614,68443.33,0.00,44065.00,112508.33
024553044573,45403.32,0.00,0.00,45403.32
026557098106,36604.93,0.00,107.58,36712.51
011559426769,32026.47,0.00,29033.32,61059.79
010565029477,76100.39,0.00,0.00,76100.39
037568909764,60050.06,2140.86,1472.67,63663.59
033577458509,53673.44,0.00,0.00,53673.44
036579791626,19959.33,0.00,117052.20,137011.53
080582973695,60240.91,0.00,959.41,61200.32
055595028024,52240.24,0.00,0.00,52240.24
021603869489,94300.41,15843.60,0.00,110144.01
081605358042,61464.92,1464.21,0.00,62929.13
035609145598,68325.12,0.00,0.00,68325.12
010609719911,92759.68,4687.20,5589.44,103036.32
075610457508,46901.61,5489.29,1167.58,53558.48
077615677163,91152.92,0.00,0.00,91152.92
057617137237,78755.04,0.00,0.00,78755.04
015618432195,72977.84,0.00,80.00,73057.84
041620611295,112182.60,0.00,0.00,112182.60
020709829909,3481.50,0.00,0.00,3481.50
094741861536,81891.29,0.00,0.00,81891.29
062743006426,61869.09,0.00,76149.53,138018.62
006751304572,15860.79,0.00,88448.02,104308.81
099754359701,84310.26,0.00,0.00,84310.26
031756609919,70837.53,0.00,2993.22,73830.75
034763648204,67727.94,0.00,0.00,67727.94
002764891221,44450.37,0.00,0.00,44450.37
029766066955,77955.20,15843.60,0.00,93798.80
002781702373,46955.16,0.00,35821.22,82776.38
041783874103,40272.79,0.00,5273.65,45546.44
002790100386,72189.25,0.00,0.00,72189.25
064793573323,39730.91,0.00,0.00,39730.91
064797470143,84657.60,0.00,40962.00,125619.60
058798034228,53109.51,2710.86,481.22,56301.59
017799724096,127535.53,13182.31,0.00,140717.84
090802470335,13041.01,0.00,0.00,13041.01
030807439564,20496.32,0.00,0.00,20496.32
020811885860,63585.60,0.00,0.00,63585.60
043813055133,106660.42,0.00,2228.73,108889.15
071815633900,49621.61,0.00,0.00,49621.61
048818448935,49621.52,0.00,0.00,49621.52
042818998571,84864.00,0.00,0.00,84864.00
044823868114,24928.80,934.83,18053.01,43916.64
013825383959,87960.09,0.00,0.00,87960.09
006829794360,54202.41,0.00,0.00,54202.41
023830878258,116302.10,0.00,1600.00,117902.10
034832441403,45403.36,0.00,0.00,45403.36
057836754856,90474.80,0.00,0.00,90474.80
085837770075,169917.48,0.00,3255.75,173173.23
019843183669,112047.60,0.00,0.00,112047.60
047845197438,127872.64,0.00,2450.13,130322.77
072877358968,96839.97,0.00,0.00,96839.97
091885414467,46556.14,0.00,0.00,46556.14
093888965004,100075.98,0.00,1600.00,101675.98
047890426184,49621.54,1746.23,0.00,51367.77
011890931417,59620.96,2960.16,0.00,62581.12
086925828736,84861.60,0.00,0.00,84861.60
057926854276,90681.76,0.00,0.00,90681.76
014932555017,88863.59,0.00,0.00,88863.59
052933412486,78753.62,0.00,0.00,78753.62
005933894464,50951.68,3199.86,0.00,54151.54
035937794684,54877.22,0.00,0.00,54877.22
040959457612,111988.36,0.00,4529.98,116518.34
087967294644,163570.90,0.00,0.00,163570.90
007967759748,112169.20,0.00,3646.50,115815.70
086968224627,90551.58,0.00,0.00,90551.58
054968689284,84664.00,0.00,0.00,84664.00
037972347129,68323.84,0.00,0.00,68323.84
085996322733,129089.72,0.00,0.00,129089.72
026999529384,98867.08,12109.44,0.00,110976.52
971004867652,4578.08,201.50,7803.69,12583.27
401005315373,53151.00,346.82,0.00,53497.82
771020323002,108671.02,0.00,0.00,108671.02
031026771177,81455.92,0.00,1568.00,83023.92
591028571363,106862.82,7444.88,0.00,114307.70
911044489865,108974.91,0.00,0.00,108974.91
211045255514,101129.92,0.00,79035.78,180165.70
351046116193,9501.05,0.00,44258.85,53759.90
991050361413,1200.00,0.00,0.00,1200.00
018345339123,83295.90,0.00,0.00,83295.90
094346639740,43940.25,0.00,0.00,43940.25
062367775923,130894.78,0.00,96212.65,227107.43
068379682946,88542.65,0.00,0.00,88542.65
019395928213,78755.04,0.00,0.00,78755.04
061452613742,5478.00,0.00,0.00,5478.00
019457557865,35945.88,0.00,637.03,36582.91
084468144432,3836.65,0.00,0.00,3836.65
028471867799,110628.49,0.00,71750.35,182378.84
032476612232,112043.36,0.00,2156.80,114200.16
004489652152,77445.28,0.00,0.00,77445.28
096490570310,78755.06,0.00,0.00,78755.06
041491283258,70259.91,2742.54,1000.00,74002.45
069515227386,18142.56,0.00,39839.38,57981.94
044516100048,84625.06,0.00,79696.03,164321.09
027530527360,96433.61,0.00,0.00,96433.61
090531374895,22196.03,0.00,29735.49,51931.52
032542272339,49621.52,0.00,0.00,49621.52
008550417387,76632.09,2640.60,0.00,79272.69
014563257765,135565.87,0.00,0.00,135565.87
016595616781,134608.83,10698.08,5566.11,150873.02
093596371821,101220.94,9994.15,0.00,111215.09
039598631230,128501.36,0.00,0.00,128501.36
073602958837,112148.40,0.00,2646.00,114794.40
038641684821,76988.08,3057.95,1487.25,81533.28
029677613053,60792.12,0.00,0.00,60792.12
002679013586,8693.99,0.00,0.00,8693.99
010679455267,84861.60,0.00,0.00,84861.60
028681439256,53675.47,0.00,0.00,53675.47
084698326198,57965.04,0.00,0.00,57965.04
035700256724,77402.60,0.00,0.00,77402.60
050709055357,38531.52,0.00,63024.24,101555.76
084710323517,65055.85,0.00,2813.91,67869.76
073710956749,80439.71,0.00,0.00,80439.71
064716560890,104479.44,0.00,0.00,104479.44
035717188615,81465.93,0.00,4979.63,86445.56
007730793767,17295.67,88.52,371.81,17756.00
075741727402,84866.40,2042.00,0.00,86908.40
062753033571,88224.04,7921.82,0.00,96145.86
048755883304,10667.16,0.00,0.00,10667.16
068767697583,3376.16,0.00,0.00,3376.16
039768283528,106753.64,2420.20,5298.94,114472.78
001798473312,46603.00,5043.22,4700.98,56347.20
005806882668,85775.47,5941.35,0.00,91716.82
006813854815,87960.08,0.00,0.00,87960.08
041826958088,117420.77,0.00,0.00,117420.77
018852502035,57206.28,0.00,0.00,57206.28
002857706086,35975.30,0.00,0.00,35975.30
019880261194,16341.11,0.00,0.00,16341.11
030888346655,60489.68,387.00,3.90,60880.58
075889415414,92680.94,1379.62,0.00,94060.56
025889808850,100075.04,0.00,0.00,100075.04
055898365070,1970.64,0.00,15776.89,17747.53
011908713277,97217.50,0.00,0.00,97217.50
073914581778,64467.11,0.00,33283.51,97750.62
009917474708,97268.51,4402.57,0.00,101671.08
075930999387,32243.17,871.50,0.00,33114.67
090931482613,97152.69,0.00,0.00,97152.69
026945706027,56666.60,9112.79,240.85,66020.24
019964447987,112043.36,0.00,0.00,112043.36
021965328923,45403.29,0.00,0.00,45403.29
011978703198,29944.36,0.00,2963.04,32907.40
008981814626,112043.36,0.00,0.00,112043.36
048984560795,36949.98,362.16,0.00,37312.14
053986792769,92610.66,0.00,34898.43,127509.09
067990484714,76539.64,0.00,22603.81,99143.45
003991292076,90492.27,212.38,0.00,90704.65
561000329940,63585.60,0.00,0.00,63585.60
861003872501,48432.96,6609.43,1303.05,56345.44
041005564523,19349.13,0.00,51696.88,71046.01
131022330690,101764.28,0.00,0.00,101764.28
391033615044,78755.04,0.00,0.00,78755.04
331037477744,51393.12,1451.84,0.00,52844.96
951037911397,113728.00,0.00,0.00,113728.00
451038344870,87958.23,619.96,1010.76,89588.95
971043101183,78518.84,0.00,0.00,78518.84
751044394599,14490.02,0.00,4991.00,19481.02
841045160317,59741.78,0.00,0.00,59741.78
041052454322,119364.61,4656.98,0.00,124021.59
013339794217,66096.66,0.00,1273.60,67370.26
025394537894,4346.97,0.00,0.00,4346.97
024418521409,2400.00,0.00,0.00,2400.00
049430186215,125140.09,10369.71,5027.93,140537.73
021447504402,106938.61,9658.87,0.00,116597.48
095452393854,117079.88,0.00,0.00,117079.88
085488528637,48598.76,995.05,1134.26,50728.07
086503746215,9784.92,1247.88,0.00,11032.80
085506419045,112188.96,0.00,2646.50,114835.46
073508193122,114669.13,0.00,0.00,114669.13
052511527379,93872.91,0.00,0.00,93872.91
054520346288,84862.40,918.90,0.00,85781.30
003529679403,86590.86,624.75,2992.63,90208.24
098547046880,66482.56,0.00,0.00,66482.56
069566357051,62921.05,30909.00,556.53,94386.58
050579534580,50163.24,0.00,0.00,50163.24
004581859373,48550.28,0.00,759.52,49309.80
027593178177,68323.84,0.00,0.00,68323.84
055600050289,42453.19,0.00,0.00,42453.19
008633293289,100136.43,660.15,500.00,101296.58
033634555277,41809.04,0.00,861.90,42670.94
011655408590,6608.64,0.00,0.00,6608.64
069660121526,103806.86,13349.82,0.00,117156.68
080666153465,42422.40,0.00,323.19,42745.59
001693080421,62359.44,360.12,0.00,62719.56
036701327662,90474.80,0.00,0.00,90474.80
089703889543,34465.96,0.00,24872.22,59338.18
056711449576,51865.84,1181.80,0.00,53047.64
075712783627,43054.96,0.00,1000.00,44054.96
064719625256,56028.00,17990.53,82.72,74101.25
069720874822,63585.60,0.00,0.00,63585.60
017721498794,163739.29,0.00,0.00,163739.29
042721983739,8659.20,0.00,0.00,8659.20
085805642997,45402.55,0.00,0.00,45402.55
092810592776,73358.45,10854.75,0.00,84213.20
036812256517,43047.12,0.00,244.83,43291.95
037827381822,68323.84,1942.38,0.00,70266.22
014832202313,81522.18,0.00,0.00,81522.18
031835500263,53673.36,106.55,0.00,53779.91
074836576768,76744.13,0.00,0.00,76744.13
032837114502,93902.65,0.00,1807.60,95710.25
047839142836,100080.68,0.00,0.00,100080.68
037840809550,116303.20,0.00,2743.50,119046.70
063841344578,128501.36,0.00,0.00,128501.36
089842947625,44463.44,3272.81,1018.56,48754.81
028845553493,96049.99,12569.26,3784.69,112403.94
068846085521,110900.40,0.00,0.00,110900.40
021848210298,83187.10,0.00,477.13,83664.23
062854494423,121424.41,0.00,7658.30,129082.71
063869517538,84552.17,0.00,0.00,84552.17
006870551980,106147.37,0.00,0.00,106147.37
077871585193,65800.41,0.00,0.00,65800.41
058872101341,53383.27,0.00,0.00,53383.27
022872445276,68323.84,0.00,1000.00,69323.84
039874563182,44747.85,0.00,0.00,44747.85
048879125002,104479.44,0.00,0.00,104479.44
021891213100,86362.72,930.67,1509.20,88802.59
012897251804,53383.27,38.54,0.00,53421.81
092912009226,108282.72,0.00,1094.31,109377.03
083917366251,68323.84,0.00,0.00,68323.84
053929925190,400.00,0.00,0.00,400.00
081931375788,93841.85,414.55,10419.70,104676.10
049933734903,56950.14,0.00,0.00,56950.14
031940404636,68326.08,0.00,0.00,68326.08
005940883032,49020.10,4524.08,121.72,53665.90
064943801292,45403.41,0.00,0.00,45403.41
028945124801,48936.20,0.00,0.00,48936.20
095958780949,32143.40,0.00,19686.25,51829.65
021960135886,73352.24,0.00,0.00,73352.24
034972656640,14995.02,0.00,31834.13,46829.15
032979980076,90681.76,0.00,0.00,90681.76
029994414893,100843.60,0.00,1903.20,102746.80
491002427553,57205.68,1559.31,0.00,58764.99
931005962727,90474.80,0.00,0.00,90474.80
931012601115,93753.00,0.00,125.00,93878.00
251014869952,100843.61,0.00,0.00,100843.61
581016100895,90477.78,516.90,0.00,90994.68
671018361934,60299.07,0.00,0.00,60299.07
011022722367,112043.36,0.00,0.00,112043.36
961023601992,78753.56,0.00,1000.00,79753.56
391024920016,50190.01,0.00,0.00,50190.01
321030903031,55194.88,0.00,936.65,56131.53
341033083278,50808.02,3891.69,776.11,55475.82
891034872484,49621.53,0.00,0.00,49621.53
331038297197,62999.99,0.00,8851.90,71851.89
501040365839,44629.77,5397.58,22009.48,72036.83
971043005790,68323.84,0.00,0.00,68323.84
681046833840,90683.48,0.00,1745.60,92429.08
261048122650,68323.84,0.00,0.00,68323.84
941048980976,122507.00,0.00,2943.50,125450.50
791051076162,38494.56,0.00,0.00,38494.56
261051504208,56460.61,1059.63,2228.86,59749.10
073347506992,108204.32,0.00,2000.00,110204.32
073349801543,105606.72,2298.04,3847.70,111752.46
022369812290,81455.93,0.00,0.00,81455.93
008373444949,56577.04,0.00,0.00,56577.04
061385176764,68326.40,591.84,0.00,68918.24
053404179613,75721.37,0.00,0.00,75721.37
068405291450,61983.97,256.87,0.00,62240.84
002419477258,53673.36,290.59,774.90,54738.85
096444253519,62941.87,0.00,0.00,62941.87
003480792294,60335.64,0.00,1000.00,61335.64
027484624834,64334.94,0.00,9379.80,73714.74
073485552499,110900.40,0.00,3307.84,114208.24
023486478396,70592.10,0.00,0.00,70592.10
075496448627,64780.61,0.00,0.00,64780.61
015498258206,60204.62,0.00,0.00,60204.62
012505332811,60204.56,0.00,0.00,60204.56
093515811263,103749.36,0.00,1998.80,105748.16
025519289187,60066.24,0.00,0.00,60066.24
058520155034,59764.64,0.00,0.00,59764.64
001523508615,65195.26,0.00,500.00,65695.26
088526081048,71808.93,0.00,1383.60,73192.53
011526935736,60204.60,0.00,0.00,60204.60
099533630283,64918.88,0.00,0.00,64918.88
021534472899,61568.19,0.00,1228.80,62796.99
086536992811,28260.64,0.00,6659.10,34919.74
006537830159,103411.98,0.00,2568.50,105980.48
062538666204,53673.39,19.37,0.00,53692.76
035548599389,69538.82,507.49,33222.47,103268.78
023549237016,57206.29,464.57,0.00,57670.86
009563791903,21627.61,0.00,265.24,21892.85
020565385983,18489.23,0.00,136.50,18625.73
085588524714,8374.02,0.00,71.28,8445.30
058589288842,78742.20,0.00,1631.72,80373.92
076590051980,62921.04,0.00,237.52,63158.56
012599133833,49621.52,35.35,0.00,49656.87
046608655370,70837.55,0.00,0.00,70837.55
034609230145,50395.68,0.00,0.00,50395.68
047612993776,56458.49,122.27,950.96,57531.72
041620935890,119037.63,0.00,0.00,119037.63
085627344713,24595.20,653.31,42326.02,67574.53
021628777695,73420.99,1582.61,0.00,75003.60
023630207418,49621.53,0.00,0.00,49621.53
097644252597,56662.18,0.00,34689.38,91351.56
039661333070,67976.32,0.00,0.00,67976.32
045665328069,48953.70,0.00,0.00,48953.70
051671983221,49621.57,0.00,0.00,49621.57
027679162322,4144.28,165.04,0.00,4309.32
015683199429,114473.68,0.00,0.00,114473.68
055687067296,54648.91,0.00,0.00,54648.91
042689682151,65266.48,0.00,0.00,65266.48
055690334317,88419.92,0.00,20804.82,109224.74
027698685537,90204.95,0.00,0.00,90204.95
004707008833,50808.02,1256.65,911.76,52976.43
066708139463,68645.28,6215.33,0.00,74860.61
083708774646,63587.28,0.00,0.00,63587.28
053712644020,68547.21,0.00,52431.08,120978.29
033713275192,47758.61,295.67,123.50,48177.78
001715025531,50808.03,6510.30,1194.44,58512.77
062721360873,124588.88,0.00,0.00,124588.88
063745695346,120459.04,0.00,0.00,120459.04
070746901298,22276.80,176.72,5914.06,28367.58
084764500869,91409.76,0.00,0.00,91409.76
017766264693,110900.03,0.00,0.00,110900.03
056769130411,39579.55,1230.08,920.09,41729.72
053769715265,36231.66,619.14,76.62,36927.42
045770299675,26564.20,0.00,34.75,26598.95
019775475080,41804.30,1489.63,1013.36,44307.29
077778435353,107320.47,1046.64,0.00,108367.11
086784131117,36586.46,1165.38,313.30,38065.14
062784704791,69083.37,0.00,58209.21,127292.58
087791493284,23927.96,0.00,0.00,23927.96
044795400295,87458.51,0.00,1650.40,89108.91
007797095747,77842.75,0.00,0.00,77842.75
049798224047,70835.97,0.00,0.00,70835.97
039799976018,97414.72,0.00,0.00,97414.72
053814777061,89519.32,0.00,3463.12,92982.44
020816432275,104479.44,0.00,2514.00,106993.44
020817533889,68323.84,0.00,0.00,68323.84
092818084139,61466.10,0.00,0.00,61466.10
072822412104,87460.94,0.00,3334.00,90794.94
084825628051,105822.89,0.00,2238.00,108060.89
076827261554,94080.61,1288.28,0.00,95368.89
027832082742,61464.92,0.00,0.00,61464.92
069845435810,69587.57,0.00,90.73,69678.30
010845967913,49620.11,0.00,0.00,49620.11
042853323924,49621.52,0.00,0.00,49621.52
067855372275,49621.53,0.00,0.00,49621.53
072855898200,22089.15,60.90,1630.97,23781.02
050856949082,72977.90,667.28,0.00,73645.18
042857474040,65852.68,33558.54,285.99,99697.21
043862648097,65892.41,35.67,0.00,65928.08
036866753569,3255.84,0.00,9632.36,12888.20
034869920542,78755.04,0.00,0.00,78755.04
083881057188,97107.83,0.00,0.00,97107.83
040888685422,90400.79,0.00,0.00,90400.79
086907503068,78966.29,0.00,0.00,78966.29
075908494259,74100.00,17581.53,702.00,92383.53
039909484370,78755.04,0.00,1000.00,79755.04
062911900120,56935.84,0.00,177.30,57113.14
076916876125,77307.44,1387.38,2382.08,81076.90
097918238443,112043.36,0.00,0.00,112043.36
045919272451,50806.24,2108.82,0.00,52915.06
062922204879,74510.24,0.00,0.00,74510.24
018922584332,56979.02,1417.17,266.40,58662.59
070924100562,45403.42,0.00,0.00,45403.42
046924587394,31871.55,667.82,768.56,33307.93
013926046354,91409.87,0.00,0.00,91409.87
027927017718,65871.52,0.00,0.00,65871.52
086927503018,56458.49,3373.15,0.00,59831.64
076941308599,46386.45,507.83,101.40,46995.68
032941786536,100837.93,0.00,0.00,100837.93
088945548459,57206.27,0.00,500.00,57706.27
074954914608,70259.84,0.00,1000.00,71259.84
000957737913,91409.82,0.00,0.00,91409.82
017961905359,9531.72,172.26,804.85,10508.83
041963826706,54925.50,7924.75,435.52,63285.77
033964760032,13041.01,0.00,0.00,13041.01
085965122753,35015.48,0.00,0.00,35015.48
088973016926,87963.57,0.00,0.00,87963.57
087973941445,49055.92,2401.85,93.03,51550.80
092978039850,49621.52,0.00,0.00,49621.52
033984409447,21934.08,2.78,16190.53,38127.39
060990637158,90474.82,0.00,0.00,90474.82
008999230699,103223.60,0.00,0.00,103223.60
731002777143,52241.22,0.00,0.00,52241.22
841005863812,3332.01,0.00,79.50,3411.51
251010377162,46444.53,0.00,856.80,47301.33
041024822931,94764.32,0.00,0.00,94764.32
541026967404,58521.05,0.00,20234.92,78755.97
631030369865,49621.52,0.00,0.00,49621.52
781031679242,93980.72,0.00,0.00,93980.72
701032115332,93612.49,1081.20,3851.50,98545.19
361044204041,57004.05,407.55,0.00,57411.60
841054021868,42627.11,0.00,0.00,42627.11
037354770517,109345.37,0.00,2000.00,111345.37
008368323404,78529.25,0.00,1333.80,79863.05
010383747495,53153.92,16100.79,669.38,69924.09
070387378548,112043.36,0.00,0.00,112043.36
049412870633,68325.12,0.00,1289.60,69614.72
045418165242,78755.04,0.00,0.00,78755.04
013429723376,78753.56,0.00,0.00,78753.56
011438933013,54040.52,0.00,51162.14,105202.66
099439957031,70909.44,659.20,0.00,71568.64
056448176516,81455.92,0.00,3168.00,84623.92
069451953758,48936.23,0.00,0.00,48936.23
078457014441,78756.52,0.00,0.00,78756.52
015475144420,65871.52,0.00,3000.00,68871.52
003477977217,43780.60,0.00,26759.08,70539.68
087493520252,65544.34,19140.29,1000.00,85684.63
004516490329,59366.71,0.00,0.00,59366.71
077523318516,62921.04,9934.43,0.00,72855.47
069526746874,90681.76,0.00,4139.00,94820.76
011528452713,41912.07,0.00,0.00,41912.07
077536807488,51497.92,0.00,0.00,51497.92
013538574303,78362.54,0.00,0.00,78362.54
061547596831,87460.88,336.72,1655.60,89453.20
048557908872,63588.00,0.00,0.00,63588.00
076560412624,41912.01,0.00,0.00,41912.01
079562016289,65871.52,0.00,0.00,65871.52
083565209969,54878.76,0.00,0.00,54878.76
042569089026,65871.52,0.00,0.00,65871.52
027569879215,96539.36,0.00,0.00,96539.36
027578413632,49621.59,0.00,0.00,49621.59
095579967524,72716.80,0.00,4224.23,76941.03
057583919797,65871.52,380.40,0.00,66251.92
042587590282,65871.52,0.00,0.00,65871.52
093591491622,39771.68,0.00,0.00,39771.68
037592842601,65871.52,0.00,0.00,65871.52
070598215972,49621.52,376.12,0.00,49997.64
050603292930,55562.05,0.00,0.00,55562.05
026604038376,90681.76,0.00,0.00,90681.76
084607011004,55733.98,0.00,32953.43,88687.41
016607751890,70012.72,0.00,1458.33,71471.05
009609887178,65871.52,412.10,0.00,66283.62
069610624573,65871.52,855.90,0.00,66727.42
036615030381,68748.21,11804.11,0.00,80552.32
073617302494,61608.56,0.00,1187.20,62795.76
089622223737,78755.04,0.00,0.00,78755.04
020638562761,97414.72,2695.60,0.00,100110.32
030643399106,48936.36,176.62,0.00,49112.98
004651661277,68984.00,0.00,0.00,68984.00
085664501647,54878.79,0.00,0.00,54878.79
064669299962,61467.24,0.00,0.00,61467.24
002671835136,7794.17,94.92,2812.88,10701.97
034697253526,45403.29,0.00,0.00,45403.29
086700544416,78758.00,0.00,1000.00,79758.00
054705593714,70269.55,0.00,0.00,70269.55
037713766418,7895.25,172.26,235.96,8303.47
065715585431,49621.52,0.00,187.28,49808.80
053718722832,78526.25,0.00,80.00,78606.25
051724266884,52063.44,0.00,0.00,52063.44
057728053926,68323.84,0.00,0.00,68323.84
055729768819,133924.96,0.00,3159.50,137084.46
075735365575,63585.60,0.00,0.00,63585.60
036735841382,78755.04,0.00,0.00,78755.04
036739569158,87460.96,8354.88,0.00,95815.84
063740177370,65424.83,0.00,0.00,65424.83
013744353780,91338.40,0.00,2818.96,94157.36
006744958086,72977.84,0.00,748.80,73726.64
055747370423,87958.42,0.00,1000.00,88958.42
071757933090,68323.84,0.00,0.00,68323.84
030758526578,106520.60,0.00,48413.34,154933.94
090759119601,35704.41,0.00,439.92,36144.33
014762143405,71345.59,0.00,0.00,71345.59
080769001033,90681.76,0.00,3578.48,94260.24
009769585986,69294.40,0.00,0.00,69294.40
082774314270,62196.68,2475.39,0.00,64672.07
027774895212,100847.40,0.00,0.00,100847.40
021777150307,54765.63,2218.44,2.44,56986.51
017780040127,97420.24,0.00,1875.20,99295.44
078783430028,104479.95,0.00,0.00,104479.95
014791367563,126354.88,0.00,4943.50,131298.38
036795275191,117583.23,0.00,2000.00,119583.23
016800851197,25221.38,0.00,1147.67,26369.05
024803718010,53920.64,2568.26,1600.00,58088.90
023804277713,101981.56,0.00,0.00,101981.56
023815758947,78755.04,530.60,0.00,79285.64
058821743676,45799.55,0.00,22459.55,68259.10
067827141269,75577.26,0.00,0.00,75577.26
023831963154,45403.28,32.78,0.00,45436.06
064834183846,67396.31,0.00,0.00,67396.31
014835800628,133924.96,0.00,3159.50,137084.46
074836338860,68323.84,0.00,0.00,68323.84
019836876747,78752.82,0.00,0.00,78752.82
053838965255,41921.20,0.00,0.00,41921.20
059840037320,30724.10,0.00,28408.06,59132.16
038840572840,53013.06,0.00,0.00,53013.06
086846913637,57372.66,155.31,0.00,57527.97
018858465334,75575.83,0.00,0.00,75575.83
008868770827,73191.44,0.00,1377.20,74568.64
